00-00.txt;0;0;0;13;13;2;0;2;9;13;2;0;2;9;13
00-21.txt;0;0;0;1;1;0;0;0;1;1;0;0;0;1;1
00-24.txt;0;0;0;6;6;2;0;0;4;6;2;0;0;4;6
00-32.txt;0;0;0;11;11;2;0;0;9;11;2;0;0;9;11
00-40.txt;2;14;2;30;46;3;7;8;23;34;10;0;13;23;46
04-10.txt;0;0;0;2;2;0;0;0;2;2;0;0;0;2;2
04-30.txt;0;0;0;13;13;0;0;0;13;13;0;0;0;13;13
04-44.txt;13;12;0;36;61;1;1;0;48;50;3;5;16;42;61
06-48.txt;1;4;1;33;38;3;0;1;31;35;2;1;5;31;38
07-16.txt;2;0;0;64;66;2;0;0;64;66;0;0;0;66;66
08-04.txt;2;32;0;26;60;2;1;0;26;29;1;1;32;27;60
09-47.txt;0;27;0;38;65;1;2;1;36;39;1;1;27;37;65
10-56.txt;2;37;0;24;63;2;1;0;24;27;2;1;37;24;63
12-21.txt;2;0;2;74;78;2;0;2;74;78;0;0;0;76;76
13-14.txt;2;0;0;36;38;2;0;0;36;38;0;0;0;38;38
14-06.txt;23;18;2;48;89;0;0;0;73;73;11;8;24;54;89
14-18.txt;0;0;0;45;45;0;0;0;45;45;0;0;0;45;45
