00-08.txt;7;0;21;7;35;0;0;19;16;35;7;2;0;7;16
00-38.txt;8;5;4;16;29;2;1;0;26;29;0;7;7;22;29
00-47.txt;0;0;0;11;11;1;0;0;10;11;1;0;0;10;11
01-08.txt;0;0;0;30;30;1;0;0;29;30;1;0;0;29;30
01-27.txt;0;0;0;43;43;1;0;0;42;43;1;0;0;42;43
02-00.txt;0;0;0;56;56;1;0;0;55;56;1;0;0;55;56
02-02.txt;0;0;0;79;79;1;0;0;78;79;1;0;0;78;79
03-00.txt;0;0;0;7;7;0;0;0;7;7;0;0;0;7;7
03-17.txt;0;0;0;12;12;0;0;0;12;12;0;0;0;12;12
03-25.txt;0;0;0;15;15;0;0;0;15;15;0;0;0;15;15
03-33.txt;0;0;0;27;27;0;0;0;27;27;0;0;0;27;27
04-19.txt;0;0;0;42;42;0;0;0;42;42;0;0;0;42;42
04-45.txt;0;0;0;59;59;0;0;0;59;59;0;0;0;59;59
04-49.txt;0;0;0;4;4;0;0;0;4;4;0;0;0;4;4
04-53.txt;0;0;0;12;12;0;0;0;12;12;0;0;0;12;12
05-15.txt;0;0;0;34;34;0;0;0;34;34;0;0;0;34;34
05-49.txt;0;0;0;45;45;0;0;0;45;45;0;0;0;45;45
06-02.txt;0;0;0;48;48;0;0;0;48;48;0;0;0;48;48
06-05.txt;0;0;0;48;48;0;3;0;48;51;0;3;0;48;51
06-06.txt;0;0;0;9;9;0;0;0;9;9;0;0;0;9;9
06-13.txt;0;0;0;21;21;0;0;0;21;21;0;0;0;21;21
07-03.txt;0;0;0;37;37;0;0;16;21;37;0;0;16;21;37
07-32.txt;0;0;0;45;45;0;3;0;45;48;0;3;0;45;48
07-46.txt;0;0;0;54;54;0;3;0;54;57;0;3;0;54;57
07-56.txt;0;0;0;64;64;0;3;0;64;67;0;3;0;64;67
08-12.txt;0;0;0;75;75;0;3;0;75;78;0;3;0;75;78
08-19.txt;0;0;0;14;14;0;0;0;14;14;0;0;0;14;14
08-40.txt;0;0;0;14;14;0;0;0;14;14;0;0;0;14;14
08-42.txt;0;0;0;30;30;0;0;0;30;30;0;0;0;30;30
08-54.txt;0;0;0;42;42;0;0;0;42;42;0;0;0;42;42
09-23.txt;0;0;0;57;57;0;0;0;57;57;0;0;0;57;57
09-37.txt;0;0;0;40;40;0;0;0;40;40;0;0;0;40;40
09-47.txt;0;0;0;65;65;0;0;0;65;65;0;0;0;65;65
10-08.txt;0;0;0;17;17;0;0;0;17;17;0;0;0;17;17
10-59.txt;0;0;0;43;43;0;0;0;43;43;0;0;0;43;43
11-02.txt;0;0;0;60;60;0;0;0;60;60;0;0;0;60;60
11-34.txt;0;0;0;68;68;0;0;0;68;68;0;0;0;68;68
12-06.txt;0;0;0;14;14;0;0;0;14;14;0;0;0;14;14
12-21.txt;0;0;0;34;34;0;0;0;34;34;0;0;0;34;34
13-10.txt;0;0;0;14;14;0;0;0;14;14;0;0;0;14;14
13-13.txt;0;0;0;32;32;0;0;0;32;32;0;0;0;32;32
13-59.txt;0;0;0;23;23;0;0;0;23;23;0;0;0;23;23
14-28.txt;0;0;0;43;43;0;0;0;43;43;0;0;0;43;43
14-44.txt;0;0;0;66;66;0;0;0;66;66;0;0;0;66;66
14-48.txt;0;0;0;15;15;0;0;0;15;15;0;0;0;15;15
15-04.txt;0;0;0;23;23;0;0;0;23;23;0;0;0;23;23
15-13.txt;0;0;0;39;39;0;0;0;39;39;0;0;0;39;39
15-27.txt;0;0;0;58;58;0;0;0;58;58;0;0;0;58;58
15-30.txt;0;0;0;69;69;0;0;0;69;69;0;0;0;69;69
15-44.txt;0;4;0;48;52;0;0;0;48;48;0;0;4;48;52
16-07.txt;0;4;0;60;64;0;0;0;60;60;0;0;4;60;64
16-09.txt;0;4;0;71;75;0;0;0;71;71;0;0;4;71;75
16-13.txt;0;15;11;46;61;0;1;0;57;58;1;11;14;46;61
16-16.txt;21;11;7;41;73;0;1;0;69;70;22;7;10;41;73
16-19.txt;0;0;0;11;11;0;0;0;11;11;0;0;0;11;11
16-22.txt;0;0;0;46;46;0;0;0;46;46;0;0;0;46;46
17-02.txt;0;0;0;64;64;0;0;0;64;64;0;0;0;64;64
17-10.txt;0;0;0;33;33;0;0;0;33;33;0;0;0;33;33
17-15.txt;0;0;0;49;49;0;0;0;49;49;0;0;0;49;49
17-42.txt;0;0;0;6;6;0;0;0;6;6;0;0;0;6;6
